screen_id,group,module,route,title,presentation,params,result,required_states,primary_components,notes,requirement_ids,source,status,implementation_evidence,verification_evidence,target_phase
GOL-002,目标资金,:feature:planning,goals/editor/{goalId?},目标设置,fullScreen,goalId:StableId?,,create | edit | currencyLocked | validationError,GoalFields | AccountSelector | SuggestedMonthlyPreview | StickySaveBar,,REQ-051,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P18
GOL-003,目标资金,:feature:planning,goals/{goalId},目标详情,fullScreen,goalId:StableId,,active | completed | underfunded | emptyHistory,GoalProgressHero | AccountAvailabilitySummary | GoalTrendChart | BoundProjects | MovementHistory | GoalActions,,REQ-047 | REQ-051 | REQ-052,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P18
GOL-004,目标资金,:feature:planning,goals/{goalId}/movement/{kind},目标资金操作,fullScreen,goalId:StableId | kind:ALLOCATE|RELEASE|ADJUST,,editing | insufficientActualBalanceWarning | saving,AmountField | AvailableBalanceInfo | DateField | StickySaveBar,,REQ-051,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P18
GOL-005,目标资金,:feature:planning,goals/{goalId}/complete,完成目标,sheet,goalId:StableId,,content,CompletionOptionCards,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P18
LIA-001,负债管理,:feature:liabilities,liabilities,负债管理,fullScreen,,,content | empty | overdue,LiabilitySummary | CreditAccountsSection | LoansSection | InstallmentsSection,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
CRD-001,信用卡,:feature:liabilities,credit/{accountId},信用账户,fullScreen,accountId:StableId,,normal | overdue | positiveBalance | noLimit | noStatements,CreditDebtHero | LimitUsageBar | DueStatusCard | CreditTabRow | StatementPreview | InstallmentPreview | CreditActions,,REQ-036,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-002,信用卡,:feature:liabilities,credit/{accountId}/profile,信用账户设置,fullScreen,accountId:StableId,,editing | validationError,StatementRuleFields | DueRuleFields | ZoneField | LimitFields | DefaultPaymentAccount | AutoPaymentMode | StickySaveBar,,REQ-036,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-003,信用卡,:feature:liabilities,credit/{accountId}/statements,信用卡账单,fullScreen,accountId:StableId,,content | empty,StatementList | StatementStatusFilter,,REQ-036,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-004,信用卡,:feature:liabilities,credit/statement/{statementId},账单详情,fullScreen,statementId:StableId,,estimatedOnly | official | sealed | overdue | paid,StatementHero | EstimatedOfficialComparison | PaymentProgress | StatementTransactionList | AllocationList | SealAction,,REQ-036 | REQ-037,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-005,信用卡,:feature:liabilities,credit/statement/{statementId}/official,录入官方账单,fullScreen,statementId:StableId,,editing | difference | saving,OfficialAmountField | DifferencePreview | SealToggle | StickySaveBar,,REQ-036,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-006,信用卡,:feature:liabilities,credit/statement-assignment/{transactionId},调整账单归属,sheet,transactionId:StableId,StatementId,content | sealedWarning,PreviousCurrentNextStatementOptions | ImpactWarning,,REQ-030 | REQ-037,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-007,信用卡,:feature:liabilities,credit/payment-allocation/{transactionId},还款分配,fullScreen,transactionId:StableId,,editing | balanced | mismatch,PaymentAmountSummary | StatementAllocationTable | UnallocatedOption | RemainingValidation,,REQ-038,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
CRD-008,信用卡,:feature:liabilities,credit/{accountId}/auto-payment,自动还款记账,fullScreen,accountId:StableId,,eligible | ineligible | candidateMode,ModeSelector | EligibilityChecklist | DefaultBankAccount | RealityPaymentDisclaimer | StickySaveBar,,REQ-039,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P19
INS-001,信用卡分期,:feature:liabilities,installments,信用卡分期,fullScreen,,,content | empty | completed,InstallmentPlanList | InstallmentSummary,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P20
INS-002,信用卡分期,:feature:liabilities,installments/editor/{planId?},分期设置,fullScreen,planId:StableId?,,create | edit | invalid,InstallmentTermsForm | SchedulePreview | StickySaveBar,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P20
INS-003,信用卡分期,:feature:liabilities,installments/{planId},分期详情,fullScreen,planId:StableId,,active | completed | refundAdjusted,InstallmentProgressHero | CostSummary | SchedulePreview | LinkedPurchase | RefundImpact | EarlySettlementAction,,REQ-040,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P20
INS-004,信用卡分期,:feature:liabilities,installments/{planId}/schedule,分期计划,fullScreen,planId:StableId,,content,InstallmentScheduleTable,,REQ-040,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P20
INS-005,信用卡分期,:feature:liabilities,installments/{planId}/early-settlement,提前结清,fullScreen,planId:StableId,,editing | calculated | invalid,SettlementDateField | PrincipalFeeBreakdown | ResultComparison | ApplyAction,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P20
INS-006,信用卡分期,:feature:liabilities,installments/{planId}/refund-impact,退款影响,fullScreen,planId:StableId,,content | requiresDecision,RefundAllocationSummary | RecalculationPolicy | ScheduleDiff,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P20
LOA-001,贷款,:feature:liabilities,loans,贷款,fullScreen,,,content | empty | closed,LoanList | LoanSummary | AddLoanAction,,REQ-009,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-002,贷款,:feature:liabilities,loans/wizard/{contractId?},贷款合同设置,fullScreen,contractId:StableId?,,editing | invalid | generatingSchedule | ready,WizardStepper | LoanBasicStep | TrancheStep | TermsStep | RatePeriodsStep | SchedulePreviewStep | ReviewStep,,REQ-009 | REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-003,贷款,:feature:liabilities,loans/{contractId}/tranche/{trancheId?},贷款分项,fullScreen,contractId:StableId | trancheId:StableId?,,create | edit,TrancheFields | PrincipalField | StickySaveBar,,REQ-009 | REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-004,贷款,:feature:liabilities,loans/{contractId}/terms/{trancheId},贷款条款,fullScreen,contractId:StableId | trancheId:StableId,,editing | invalid,RepaymentMethodSelector | RateTypeSelector | FrequencyFields | PrepaymentPolicy | RoundingPolicy | StickySaveBar,,REQ-009 | REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-005,贷款,:feature:liabilities,loans/{contractId}/rates/{trancheId},利率阶段,fullScreen,contractId:StableId | trancheId:StableId,,content | overlapError | empty,RatePeriodTimeline | RatePeriodEditor,,REQ-009 | REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-006,贷款,:feature:liabilities,loans/{contractId}/schedule-preview,还款计划预览,fullScreen,contractId:StableId,,generating | content | calculationError,ScheduleSummary | LoanScheduleTable | AssumptionDisclosure,,REQ-009 | REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-007,贷款,:feature:liabilities,loans/{contractId},贷款详情,fullScreen,contractId:StableId,,active | closed | overduePlanDifference | multiTranche,LoanPrincipalHero | LoanProgress | NextPaymentCard | LoanTabRow | TrancheSummary | RecentPayments | SimulationAction,,REQ-009 | REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-008,贷款,:feature:liabilities,loans/{contractId}/schedule,贷款计划,fullScreen,contractId:StableId,,content | empty,ScheduleRevisionSelector | LoanScheduleTable | PlannedActualToggle,,REQ-041 | REQ-042,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-009,贷款,:feature:liabilities,loans/payment/{transactionId},贷款还款详情,fullScreen,transactionId:StableId,,content,PaymentBreakdown | ScheduleAllocation | AccountImpact,,REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-010,贷款,:feature:liabilities,loans/{contractId}/simulation,提前还款模拟,fullScreen,contractId:StableId,,editing | calculating | result | invalid,SimulationParameters | StrategySelector | BeforeAfterCards | ScheduleComparison | SaveSimulationAction,,REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
LOA-011,贷款,:feature:liabilities,loans/{contractId}/simulation/{simulationId}/apply,应用模拟方案,dialog,contractId:StableId | simulationId:StableId,,content | conflict,ImpactSummary | ApplySimulationConfirmation,,REQ-041,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P21
SET-001,互请,:feature:settlement,settlements,互请活动,fullScreen,,,content | empty | requiresAdditionalSettlement,SettlementActivityList | SettlementPositionSummary | AddActivityAction,,REQ-043,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-002,互请,:feature:settlement,settlements/editor/{activityId?},互请活动设置,fullScreen,activityId:StableId?,,create | edit | validationError,ActivityFields | SettlementCurrencyField | ProjectSelector | ParticipantEntry | StickySaveBar,,REQ-043,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-003,互请,:feature:settlement,settlements/{activityId}/participants,参与人,fullScreen,activityId:StableId,,content | empty,ParticipantList | AddParticipant | SelfIndicator | ReorderAction,,REQ-043,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-004,互请,:feature:settlement,settlements/{activityId},互请活动详情,fullScreen,activityId:StableId,,open | settled | requiresAdditionalSettlement | empty,SettlementHero | ParticipantPositionList | ActivityTransactions | SettlementHistoryPreview | SettleAction,,REQ-043 | REQ-045,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-005,互请,:feature:settlement,settlements/{activityId}/position/{participantId},参与人头寸,fullScreen,activityId:StableId | participantId:StableId,,receivable | payable | zero,PositionHero | PositionBreakdown | RelatedTransactions,,REQ-043,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-006,互请,:feature:settlement,settlements/{activityId}/record,记录结算,fullScreen,activityId:StableId,,selfPays | selfReceives | externalToExternal | saving,PayerField | PayeeField | AmountField | LocalAccountConditionalField | NoLocalImpactBanner | StickySaveBar,,REQ-043 | REQ-044,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-007,互请,:feature:settlement,settlements/{activityId}/history,结算历史,fullScreen,activityId:StableId,,content | empty,SettlementPaymentTimeline,,REQ-043,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
SET-008,互请,:feature:settlement,settlements/{activityId}/additional,补充结算,fullScreen,activityId:StableId,,required | resolved,RecomputedPositionSummary | HistoricalSettlementNotice | SuggestedTransfers | RecordSettlementAction,,REQ-043 | REQ-045,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P22
AUT-001,自动化,:feature:automation,automation,模板与周期,fullScreen,,,content,AutomationHubCards | CandidateCountBadge,,REQ-004,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-002,快捷模板,:feature:automation,templates,快捷模板,fullScreen,,,content | empty,TemplateList | AddTemplateAction,,REQ-058,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-003,快捷模板,:feature:automation,templates/editor/{templateId?},快捷模板设置,fullScreen,templateId:StableId?,,create | edit | validationError,TemplateNameIconFields | TemplateTransactionFields | UnsupportedFieldNotice | StickySaveBar,不保存实际时间、实时位置、附件和实时汇率。,REQ-058 | REQ-086,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-004,周期交易,:feature:automation,recurrences,周期交易,fullScreen,,,content | empty | paused,RecurrenceSeriesList | StatusTabs | AddSeriesAction,,REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-005,周期交易,:feature:automation,recurrences/editor/{seriesId?},周期交易设置,fullScreen,seriesId:StableId?,,create | edit | invalid,BlueprintSelector | RecurrenceRuleSummary | GenerationModeSelector | FixedPlaceField | NotificationToggle | OccurrencePreview | StickySaveBar,,REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-006,周期交易,:feature:automation,recurrences/rule/{seriesId?},周期规则,fullScreen,seriesId:StableId?,RecurrenceRule,editing | invalid,FrequencySelector | IntervalFields | WeekdaySelector | MonthRuleFields | MissingDayPolicy | WeekendPolicy | StartEndFields | MaxOccurrences,,REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-007,周期交易,:feature:automation,recurrences/preview/{seriesId?},发生日期预览,fullScreen,seriesId:StableId?,,content | empty,OccurrencePreviewList | TimeZoneDisclosure,,REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-008,候选记录,:feature:automation,candidates,待确认候选,fullScreen,,,content | empty | selection,CandidateList | CandidateStatusBadge | BulkCandidateActions,,REQ-039 | REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-009,候选记录,:feature:automation,candidates/{candidateId},确认候选,fullScreen,candidateId:StableId,,editing | validationError | invalidSource,CandidateNotPostedBanner | TransactionEditorScaffold | ConfirmSkipActions,,REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
AUT-010,周期交易,:feature:automation,recurrences/{seriesId}/scope,应用修改范围,sheet,seriesId:StableId,THIS_ONLY|THIS_AND_FUTURE|ENTIRE_SERIES,content,ScopeOptionCards,,REQ-059,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P23
ANA-001,分析,:feature:analysis,analysis,分析,topLevel,,,content | noData | calculating | error,PeriodSelector | AnalysisDashboard | MetricCard | ChartCard | ReportEntryGrid,,REQ-067 | REQ-070,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P25
ANA-002,分析,:feature:analysis,analysis/reports,固定报表,fullScreen,,,content,ReportCatalogSection | ReportCatalogItem,,REQ-067,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P25
ANA-003,分析,:feature:analysis,analysis/report/{reportKey}/{savedSpecId?},报表,fullScreen,reportKey:String | savedSpecId:StableId?,,loading | content | empty | queryError | staleRebuildRequired,ReportHeader | MetricSummary | ChartCard | AccessibleDataTable | DrilldownAction | ExportAction,,REQ-007 | REQ-008 | REQ-067 | REQ-068,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P25
ANA-004,分析,:feature:analysis,analysis/report-filter/{reportKey},报表筛选,fullScreen,reportKey:String,ReportSpec,editing | invalid,MeasureDimensionSummary | FilterBuilder | GranularitySelector | ComparisonSelector | StickyApplyBar,,REQ-067,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P25
ANA-005,分析,:feature:analysis,analysis/drilldown/{queryId},明细,fullScreen,queryId:StableId,,content | empty | expiredQuery,QuerySummary | PagedTransactionList,,REQ-067,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P25
ANA-006,自定义仪表板,:feature:analysis,analysis/dashboards,自定义仪表板,fullScreen,,,content | empty,DashboardList | AddDashboardAction,,REQ-067,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26
ANA-007,自定义仪表板,:feature:analysis,analysis/dashboards/editor/{dashboardId?},编辑仪表板,fullScreen,dashboardId:StableId?,,create | edit | emptyCanvas,DashboardCanvas | DashboardCardPalette | ReorderResizeControls | StickySaveBar,,REQ-067,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26
ANA-008,自定义报表,:feature:analysis,analysis/report-builder/{definitionId?},自定义报表,fullScreen,definitionId:StableId?,,editing | invalid | previewing,BuilderStepper | MeasurePicker | DimensionPicker | FilterBuilder | GranularitySelector | SortEditor | VisualizationPreview | StickySaveBar,,REQ-067,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26
ANA-009,自定义报表,:feature:analysis,analysis/visualization-picker,选择图表,sheet,,VisualizationType,content | autoFallbackToBar,VisualizationOptionGrid | CompatibilityMessages,,REQ-067 | REQ-068,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26
ANA-010,分析导出,:feature:analysis,analysis/export/{reportInstanceId},导出报表,sheet,reportInstanceId:StableId,,content,FormatOptions | ExportScope | SensitiveFieldNotice | StartExportAction,,REQ-067 | REQ-074,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26/P29
ANA-011,消费地图,:feature:analysis,analysis/map,消费地图,fullScreen,,,loading | clusters | heatmap | singlePoints | noLocationData | mapUnavailable,MapLibreMap | MapModeSelector | MapWeightSelector | MapFilterBar | MapClusterLayer | MapHeatLayer | MapAttribution | MapBottomPanel,,REQ-056,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P27
ANA-012,消费地图,:feature:analysis,analysis/map/location/{placeOrClusterId},地点明细,bottomSheet,placeOrClusterId:StableId,,place | cluster | singleTransaction,LocationSummary | CategoryComposition | TransactionPreview | OpenTransactionsAction,,REQ-056,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P27
ANA-013,异常规则,:feature:analysis,analysis/anomaly-rules,异常规则,fullScreen,,,content | empty | invalid,RuleList | RuleEditor | DeterministicMethodDisclosure,,REQ-005 | REQ-069,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26
ANA-014,预测,:feature:analysis,analysis/forecast/{forecastKey},预测详情,fullScreen,forecastKey:String,,content | insufficientData,ForecastChart | AssumptionList | RecurringInclusionToggle | HistoricalComparison,,REQ-042 | REQ-069,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P26
ANA-015,数据完整性,:feature:analysis,analysis/integrity,数据完整性报告,fullScreen,,,notRun | running | passed | warnings | failed,IntegrityStatusHero | CheckGroupList | RunCheckAction | RepairProjectionAction,不显示借贷细节给普通用户；技术详情折叠并脱敏。,REQ-006,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P25
MGT-001,数据管理,:feature:settings,management,基础数据管理,fullScreen,,,content,ManagementHubItems,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
CAT-001,分类管理,:feature:settings,categories/{direction},分类管理,fullScreen,direction:EXPENSE|INCOME,,content | empty | searching,CategoryDirectionTabs | CategoryTreeList | SearchAction | ReorderAction | AddCategoryAction,,REQ-018 | REQ-019 | REQ-021,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
CAT-002,分类管理,:feature:settings,categories/editor/{direction}/{categoryId?},分类设置,fullScreen,direction:EXPENSE|INCOME | categoryId:StableId?,,create | edit | parentLocked | contrastWarning | validationError,CategoryNameField | CategoryIconPicker | CategoryColorPicker | ParentSelector | StatisticalNatureSelector | DefaultAccountCardMerchant | ContrastPreview | StickySaveBar,,REQ-021,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
CAT-003,分类管理,:feature:settings,categories/reorder/{direction},分类排序,fullScreen,direction:EXPENSE|INCOME,,editing,DraggableCategoryTree | SaveOrderAction,,REQ-021,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
CAT-004,分类管理,:feature:settings,categories/{categoryId}/delete,处理分类,fullScreen,categoryId:StableId,,unused | used | hasChildren | processing,UsageSummary | ReassignOption | ArchiveOption | DeleteTombstoneOption | TargetCategoryPicker,,REQ-022,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
MER-001,商户管理,:feature:settings,merchants,商户,fullScreen,,,content | empty | searching,SearchField | MerchantList | MergeAction | AddMerchantAction,,REQ-053,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
MER-002,商户管理,:feature:settings,merchants/editor/{merchantId?},商户设置,fullScreen,merchantId:StableId?,,create | edit | duplicateWarning,MerchantNameField | AliasList | PlaceList | StickySaveBar,,REQ-053,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
MER-003,商户管理,:feature:settings,merchants/merge,合并商户,fullScreen,,,editing | invalid | merging,SourceMerchantPicker | TargetMerchantPicker | MergeImpactSummary | ConfirmMergeAction,,REQ-053,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
PLC-001,地点管理,:feature:settings,places,地点,fullScreen,,,content | empty,SearchField | PlaceList | MapPreview | AddPlaceAction,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
PLC-002,地点管理,:feature:settings,places/editor/{placeId?},地点设置,fullScreen,placeId:StableId?,,create | edit | mapUnavailable,PlaceNameField | MapPinEditor | MerchantSelector | StickySaveBar,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
PLC-003,地点管理,:feature:settings,places/{placeId}/merge-split,合并或拆分地点,fullScreen,placeId:StableId,,merge | split | invalid,PlaceOperationTabs | LocationRecordSelection | MapPreview | ImpactSummary,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P12
VLT-001,卡片保险库,:feature:vault,vault,卡片保险库,fullScreen,,,locked | unlockedSession | deviceSecurityMissing | empty,VaultSecurityBanner | VaultCardList | AuthenticationAction,,REQ-077,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
VLT-002,卡片保险库,:feature:vault,vault/card/{cardId},保险库卡片,fullScreen,cardId:StableId,,masked | authenticating | revealed | autoHidden | authFailed,MaskedCardSummary | SensitiveValueField | RevealAction | CopyPanAction | SecurityCodeReveal | AutoHideTimer,每次查看或复制完整卡号都重新认证；安全码禁止复制；30秒和后台立即隐藏。,REQ-077,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
VLT-003,卡片保险库,:feature:vault,vault/card/{cardId}/edit,编辑保险库内容,fullScreen,cardId:StableId,,authRequired | editing | saving,SensitiveTextFields | CustomSensitiveFields | AuthenticationGate | StickySaveBar,,REQ-077,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
VLT-004,卡片保险库,:feature:vault,vault/auth/{purpose},身份验证,systemDialog,purpose:REVEAL_PAN|COPY_PAN|REVEAL_CVC|EDIT_VAULT|DELETE_CLOUD,AuthResult,prompt | success | failure | cancelled,BiometricPrompt,,REQ-077,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
SETG-001,设置,:feature:settings,settings,设置,fullScreen,,,content,SettingsSection | SettingsRow,,REQ-004 | REQ-071,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
SETG-002,设置,:feature:settings,settings/appearance,外观,fullScreen,,,content,ThemeSelector | DynamicColorToggle | AmountVisibilityDefaults | MotionPreference | LiveComponentPreview,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
SETG-003,设置,:feature:settings,settings/language-region,语言与地区,fullScreen,,,content,LanguageSelector | DateFormatSelector | NumberFormatSummary | TimeZoneSelector,,REQ-082,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
SETG-004,设置,:feature:settings,settings/currencies,币种,fullScreen,,,content | searching,CurrencySearch | VisibleCurrencyList | HiddenCurrencyList | ReorderAction,,REQ-082,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P14/P33
SETG-005,设置,:feature:settings,settings/calendar,日历设置,fullScreen,,,content,WeekStartSelector | DateFormatSelector | Preview,,REQ-082,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
SETG-006,设置,:feature:settings,settings/app-lock,应用锁,fullScreen,,,disabled | enabled | deviceSecurityMissing,AppLockToggle | TimeoutSelector | AuthenticationMethodSummary | TestLockAction,,REQ-078,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
SETG-007,设置,:feature:settings,settings/screen-privacy,屏幕隐私,fullScreen,,,content,GlobalScreenshotToggle | RecentTaskObscureToggle | VaultAlwaysSecureInfo,,REQ-078,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
SETG-008,设置,:feature:settings,settings/trash,回收站,fullScreen,,,content,RetentionSelector | AutoPurgeSummary | OpenTrashAction,,REQ-032,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32/P33
SETG-009,设置,:feature:settings,settings/privacy-diagnostics,隐私与诊断,fullScreen,,,preConsent | enabled | disabled,TelemetryToggle | CrashToggle | QueueEntryLinks | PrivacyPolicyLink,,REQ-080,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
SETG-010,设置,:feature:settings,settings/telemetry-queue,待发送功能事件,fullScreen,,,content | empty,WhitelistedEventList | DeleteQueueAction,,REQ-080,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
SETG-011,设置,:feature:settings,settings/crash-queue,待发送崩溃报告,fullScreen,,,content | empty,SanitizedCrashList | DeleteQueueAction,,REQ-080,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P32
SETG-012,设置,:feature:settings,settings/about,关于,fullScreen,,,content,AppVersion | OpenSourceNotice | LicenseList | SourceCodeLink,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
TRF-001,数据传输,:feature:transfer,transfer,导入、导出与备份,fullScreen,,,content | operationActive,TransferHubCards | ActiveOperationBanner,,,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P33
IMP-001,导入,:feature:transfer,import/source,选择导入文件,fullScreen,,,content | permissionError,ImportModeSelector | SystemFilePickerAction | RecentImportList,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-002,导入,:feature:transfer,import/{operationId}/format,文件设置,fullScreen,operationId:StableId,,parsing | content | corruptFile | unsupported,SheetSelector | HeaderRowSelector | EncodingSelector | SampleRowsTable,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-003,导入,:feature:transfer,import/{operationId}/field-mapping,字段映射,fullScreen,operationId:StableId,,editing | missingRequired | valid,MappingTable | RequiredFieldStatus | SampleValuePreview | StickyNextBar,,REQ-005 | REQ-029 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-004,导入,:feature:transfer,import/{operationId}/entity-mapping,实体映射,fullScreen,operationId:StableId,,editing | unmapped | valid,EntityMappingSections | CreateMissingToggle | ConflictCountSummary,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-005,导入,:feature:transfer,import/{operationId}/fx-mapping,币种与汇率,fullScreen,operationId:StableId,,content | manualRatesRequired | valid,CurrencyMappingList | RatePolicySelector | MissingRateList,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-006,导入,:feature:transfer,import/{operationId}/validation,校验与重复项,fullScreen,operationId:StableId,,validating | errors | warnings | valid,ValidationSummary | ErrorTabs | DuplicateCandidateList | ResolutionControls,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-007,导入,:feature:transfer,import/{operationId}/preview,导入预览,fullScreen,operationId:StableId,,content | notReady,ImportSummaryCards | EntityCreationSummary | TransactionSample | AtomicityNotice | CommitAction,,REQ-005 | REQ-073,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
IMP-008,导入,:feature:transfer,import/{operationId}/commit,正在导入,fullScreen,operationId:StableId,,preparing | applyingToShadow | validating | committing | cancelRequested | failed | succeeded,OperationProgressPanel | PhaseTimeline | CancelAction,,REQ-005 | REQ-073 | REQ-084,android_ledger_screen_contract_v1.yaml#screens,NOT_STARTED,,,P28
